0,1
Dataset\words\e01\e01-025\e01-025-02-01.png,low
Dataset\words\c04\c04-098\c04-098-01-02.png,a
Dataset\words\a05\a05-116\a05-116-00-05.png,the
Dataset\words\a04\a04-031\a04-031-02-04.png,days
Dataset\words\b01\b01-057\b01-057-02-05.png,to
Dataset\words\c03\c03-094e\c03-094e-08-02.png,","
Dataset\words\a05\a05-113\a05-113-05-03.png,so
Dataset\words\b04\b04-026\b04-026-00-09.png,grumblers
Dataset\words\a01\a01-011u\a01-011u-03-06.png,will
Dataset\words\c06\c06-027\c06-027-06-09.png,when
Dataset\words\b04\b04-116\b04-116-07-04.png,greedy
Dataset\words\b03\b03-104\b03-104-05-01.png,woman
Dataset\words\b06\b06-045\b06-045-06-01.png,#
Dataset\words\c03\c03-021a\c03-021a-09-07.png,""""
Dataset\words\a02\a02-106\a02-106-07-06.png,Government
Dataset\words\c03\c03-081a\c03-081a-02-05.png,be
Dataset\words\d05\d05-025\d05-025-08-04.png,the
Dataset\words\d07\d07-093\d07-093-02-05.png,in
Dataset\words\a02\a02-008\a02-008-04-02.png,London
Dataset\words\e04\e04-091\e04-091-03-00.png,slots
Dataset\words\d05\d05-021\d05-021-00-03.png,ephemeral
Dataset\words\c03\c03-087d\c03-087d-05-01.png,desolation
Dataset\words\a05\a05-044\a05-044-07-07.png,.
Dataset\words\a01\a01-132\a01-132-08-04.png,said
Dataset\words\c01\c01-066\c01-066-01-01.png,","
Dataset\words\b01\b01-018\b01-018-06-06.png,a
Dataset\words\a01\a01-058u\a01-058u-00-03.png,ready
Dataset\words\a06\a06-119\a06-119-04-01.png,a
Dataset\words\a03\a03-014\a03-014-04-06.png,.
Dataset\words\a02\a02-120\a02-120-09-03.png,plans
Dataset\words\a05\a05-048\a05-048-05-02.png,apathetic
Dataset\words\b05\b05-083\b05-083-05-03.png,But
Dataset\words\d04\d04-075\d04-075-08-01.png,Eleasar
Dataset\words\a01\a01-020u\a01-020u-01-05.png,crisis
Dataset\words\a03\a03-037\a03-037-03-01.png,badly
Dataset\words\e01\e01-059\e01-059-05-01.png,-
Dataset\words\b05\b05-098\b05-098-05-02.png,I
Dataset\words\c01\c01-066\c01-066-00-05.png,certainly
Dataset\words\c03\c03-000b\c03-000b-06-01.png,everywhere
Dataset\words\e02\e02-100\e02-100-00-04.png,lead
Dataset\words\d06\d06-008\d06-008-01-06.png,become
Dataset\words\d06\d06-063\d06-063-04-06.png,lived
Dataset\words\e02\e02-014\e02-014-05-05.png,make
Dataset\words\b06\b06-049\b06-049-01-01.png,were
Dataset\words\e02\e02-082\e02-082-07-00.png,would
Dataset\words\a01\a01-122u\a01-122u-04-05.png,of
Dataset\words\c04\c04-170\c04-170-02-06.png,He
Dataset\words\c04\c04-139\c04-139-03-06.png,Appointment
Dataset\words\a06\a06-119\a06-119-05-00.png,"100,000,000"
Dataset\words\a01\a01-087\a01-087-00-07.png,led
Dataset\words\c06\c06-000\c06-000-00-05.png,Dublin
Dataset\words\e02\e02-082\e02-082-03-03.png,drudgery
Dataset\words\a01\a01-122\a01-122-05-01.png,the
Dataset\words\a03\a03-040\a03-040-04-08.png,election
Dataset\words\b06\b06-082\b06-082-02-05.png,","
Dataset\words\d01\d01-052\d01-052-07-00.png,text
Dataset\words\a04\a04-072\a04-072-02-03.png,a
Dataset\words\e01\e01-119\e01-119-01-03.png,long
Dataset\words\a05\a05-053\a05-053-06-00.png,economic
Dataset\words\c03\c03-087e\c03-087e-01-03.png,subject
Dataset\words\b01\b01-132\b01-132-08-00.png,apartheid
Dataset\words\b02\b02-105\b02-105-02-02.png,Germany
Dataset\words\c02\c02-082\c02-082-09-02.png,.
Dataset\words\c02\c02-078\c02-078-06-05.png,much
Dataset\words\a04\a04-092\a04-092-02-01.png,U.S.
Dataset\words\d04\d04-086\d04-086-02-12.png,freedom
Dataset\words\a01\a01-087\a01-087-06-02.png,the
Dataset\words\b04\b04-010\b04-010-07-03.png,.
Dataset\words\c03\c03-096d\c03-096d-03-07.png,the
Dataset\words\c03\c03-081d\c03-081d-07-07.png,most
Dataset\words\c03\c03-000d\c03-000d-01-08.png,Leicester
Dataset\words\d04\d04-081\d04-081-08-01.png,the
Dataset\words\e06\e06-037\e06-037-09-04.png,;
Dataset\words\a01\a01-014x\a01-014x-08-07.png,with
Dataset\words\b01\b01-122\b01-122-03-00.png,fluenced
Dataset\words\c02\c02-059\c02-059-09-06.png,to
Dataset\words\a04\a04-027\a04-027-04-01.png,the
Dataset\words\a01\a01-007u\a01-007u-00-03.png,13
Dataset\words\b01\b01-038\b01-038-03-05.png,only
Dataset\words\a04\a04-047\a04-047-07-02.png,by
Dataset\words\b03\b03-104\b03-104-01-02.png,moment
Dataset\words\a05\a05-009\a05-009-04-00.png,of
Dataset\words\d07\d07-102\d07-102-00-01.png,Gemara
Dataset\words\c03\c03-007a\c03-007a-06-11.png,an
Dataset\words\d06\d06-030\d06-030-00-02.png,MOST
Dataset\words\d06\d06-027\d06-027-03-03.png,","
Dataset\words\a05\a05-069\a05-069-04-08.png,any
Dataset\words\e06\e06-070\e06-070-06-05.png,to
Dataset\words\c03\c03-021c\c03-021c-04-00.png,expectant
Dataset\words\e01\e01-014\e01-014-04-04.png,for
Dataset\words\b04\b04-000\b04-000-06-06.png,.
Dataset\words\b04\b04-147\b04-147-07-02.png,","
Dataset\words\a06\a06-070\a06-070-04-01.png,meeting
Dataset\words\a01\a01-058\a01-058-09-00.png,Adenauer
Dataset\words\a03\a03-034\a03-034-04-01.png,half
Dataset\words\b02\b02-097\b02-097-07-09.png,over
Dataset\words\b02\b02-045\b02-045-05-10.png,the
Dataset\words\d06\d06-046\d06-046-02-04.png,immediate
Dataset\words\b01\b01-033\b01-033-02-00.png,Pakistan
Dataset\words\c03\c03-096d\c03-096d-07-06.png,the
Dataset\words\d07\d07-085\d07-085-03-07.png,.
Dataset\words\e04\e04-124\e04-124-04-01.png,riveting
Dataset\words\d01\d01-118\d01-118-05-04.png,off
Dataset\words\d04\d04-021\d04-021-05-03.png,it
Dataset\words\b04\b04-121\b04-121-00-00.png,But
Dataset\words\c04\c04-139\c04-139-01-13.png,what
Dataset\words\e04\e04-083\e04-083-03-00.png,to
Dataset\words\e02\e02-074\e02-074-07-05.png,a
Dataset\words\b02\b02-045\b02-045-03-08.png,required
Dataset\words\c02\c02-007\c02-007-05-04.png,wrote
Dataset\words\d07\d07-089\d07-089-04-08.png,greeting
Dataset\words\a01\a01-077\a01-077-06-02.png,missile
Dataset\words\e01\e01-035\e01-035-01-07.png,and
Dataset\words\a01\a01-030\a01-030-06-00.png,said
Dataset\words\a01\a01-043x\a01-043x-03-05.png,from
Dataset\words\e04\e04-030\e04-030-01-06.png,2
Dataset\words\a06\a06-039\a06-039-03-04.png,was
Dataset\words\d01\d01-104\d01-104-01-04.png,his
Dataset\words\c06\c06-005\c06-005-07-01.png,","
Dataset\words\c03\c03-087c\c03-087c-01-06.png,generate
Dataset\words\e04\e04-068\e04-068-04-07.png,we
Dataset\words\c03\c03-000b\c03-000b-05-03.png,from
Dataset\words\b04\b04-000\b04-000-01-02.png,the
Dataset\words\c03\c03-021e\c03-021e-03-05.png,to
Dataset\words\b03\b03-025\b03-025-01-00.png,flict
Dataset\words\b01\b01-132\b01-132-00-03.png,expulsion
Dataset\words\a06\a06-100\a06-100-06-06.png,on
Dataset\words\e04\e04-011\e04-011-03-00.png,the
Dataset\words\d04\d04-111\d04-111-07-06.png,a
Dataset\words\b04\b04-175\b04-175-01-04.png,.
Dataset\words\a05\a05-104\a05-104-00-01.png,Healey
Dataset\words\d04\d04-131\d04-131-01-10.png,from
Dataset\words\a01\a01-117\a01-117-03-08.png,cent.
Dataset\words\d04\d04-047\d04-047-06-03.png,all
Dataset\words\c03\c03-084f\c03-084f-02-05.png,without
Dataset\words\a04\a04-085\a04-085-08-03.png,country
Dataset\words\b01\b01-079\b01-079-01-04.png,servants
Dataset\words\d06\d06-027\d06-027-06-03.png,","
Dataset\words\e06\e06-041\e06-041-07-02.png,shown
Dataset\words\c03\c03-003c\c03-003c-02-01.png,and
Dataset\words\a05\a05-084\a05-084-03-02.png,studied
Dataset\words\e02\e02-025\e02-025-09-03.png,the
Dataset\words\d06\d06-008\d06-008-04-05.png,still
Dataset\words\d01\d01-019\d01-019-04-04.png,editor
Dataset\words\d06\d06-072\d06-072-07-11.png,life
Dataset\words\c02\c02-049\c02-049-05-00.png,worst
Dataset\words\e01\e01-032\e01-032-03-00.png,a
Dataset\words\d07\d07-089\d07-089-02-02.png,support
Dataset\words\a01\a01-043u\a01-043u-04-03.png,anti-Negro
Dataset\words\e02\e02-100\e02-100-01-10.png,far
Dataset\words\c04\c04-017\c04-017-05-07.png,first
Dataset\words\e02\e02-086\e02-086-06-04.png,will
Dataset\words\d06\d06-060\d06-060-04-08.png,a
Dataset\words\e01\e01-035\e01-035-02-00.png,special
Dataset\words\b04\b04-202\b04-202-03-01.png,.
Dataset\words\a06\a06-147\a06-147-02-02.png,-
Dataset\words\d01\d01-049\d01-049-01-00.png,case
Dataset\words\b04\b04-162\b04-162-06-01.png,bloodstained
Dataset\words\c02\c02-035\c02-035-02-02.png,In
Dataset\words\b04\b04-154\b04-154-01-03.png,the
Dataset\words\d04\d04-050\d04-050-00-09.png,power
Dataset\words\a04\a04-027\a04-027-01-00.png,and
Dataset\words\c03\c03-016b\c03-016b-03-01.png,mother
Dataset\words\a02\a02-090\a02-090-04-00.png,if
Dataset\words\a01\a01-077\a01-077-01-00.png,Germany
Dataset\words\a03\a03-006\a03-006-01-03.png,Belgrade
Dataset\words\a06\a06-100\a06-100-03-00.png,Premier
Dataset\words\a02\a02-027\a02-027-02-02.png,Root
Dataset\words\b01\b01-057\b01-057-08-02.png,to
Dataset\words\a01\a01-063x\a01-063x-01-04.png,past
Dataset\words\d04\d04-096\d04-096-05-05.png,Hebrew
Dataset\words\c02\c02-059\c02-059-08-08.png,although
Dataset\words\c03\c03-000f\c03-000f-04-03.png,is
Dataset\words\a03\a03-059\a03-059-03-04.png,perhaps
Dataset\words\d06\d06-086\d06-086-09-07.png,them
Dataset\words\a03\a03-006\a03-006-04-06.png,","
Dataset\words\c03\c03-007e\c03-007e-03-03.png,pavements
Dataset\words\b01\b01-127\b01-127-03-01.png,","
Dataset\words\a01\a01-000x\a01-000x-01-06.png,to
Dataset\words\a01\a01-053u\a01-053u-07-05.png,Robertson's
Dataset\words\c06\c06-047\c06-047-06-06.png,was
Dataset\words\b06\b06-079\b06-079-01-07.png,Labour
Dataset\words\b06\b06-056\b06-056-08-05.png,policy
Dataset\words\d06\d06-027\d06-027-02-06.png,","
Dataset\words\a05\a05-073\a05-073-08-02.png,But
Dataset\words\b01\b01-062\b01-062-07-03.png,.
Dataset\words\a04\a04-085\a04-085-05-05.png,given
Dataset\words\a02\a02-057\a02-057-00-03.png,Phones
Dataset\words\d01\d01-098\d01-098-00-02.png,of
Dataset\words\c03\c03-087d\c03-087d-07-08.png,the
Dataset\words\a02\a02-027\a02-027-07-00.png,in
Dataset\words\a05\a05-084\a05-084-06-04.png,.
Dataset\words\c06\c06-091\c06-091-03-00.png,thrown
Dataset\words\c03\c03-081a\c03-081a-01-06.png,speak
Dataset\words\e01\e01-062\e01-062-05-03.png,and
Dataset\words\e02\e02-025\e02-025-00-01.png,that
Dataset\words\c03\c03-000c\c03-000c-02-01.png,tomorrow
Dataset\words\a01\a01-026\a01-026-05-01.png,United
Dataset\words\e04\e04-022\e04-022-01-05.png,chair
Dataset\words\c04\c04-144\c04-144-03-05.png,Courtenay
Dataset\words\a05\a05-004\a05-004-08-07.png,some
Dataset\words\b01\b01-132\b01-132-06-08.png,should
Dataset\words\e02\e02-074\e02-074-04-02.png,fitments
Dataset\words\a01\a01-030u\a01-030u-08-00.png,spokesman
Dataset\words\d04\d04-096\d04-096-03-14.png,in
Dataset\words\c03\c03-016d\c03-016d-09-05.png,his
Dataset\words\c04\c04-050\c04-050-04-01.png,brother
Dataset\words\b06\b06-068\b06-068-05-01.png,rush
Dataset\words\a02\a02-093\a02-093-01-07.png,on
Dataset\words\c06\c06-106\c06-106-06-07.png,have
Dataset\words\e04\e04-004\e04-004-00-09.png,in.
Dataset\words\d04\d04-117\d04-117-04-05.png,wishes
Dataset\words\b05\b05-074\b05-074-03-06.png,screamed
Dataset\words\d06\d06-011\d06-011-04-03.png,thirteen
Dataset\words\d06\d06-056\d06-056-05-01.png,the
Dataset\words\d04\d04-096\d04-096-03-09.png,we
Dataset\words\b05\b05-083\b05-083-04-00.png,evil
Dataset\words\a06\a06-114\a06-114-01-01.png,subsidies
Dataset\words\c04\c04-004\c04-004-02-07.png,Fox
Dataset\words\c04\c04-066\c04-066-03-00.png,slightly
Dataset\words\a06\a06-000\a06-000-04-00.png,dramatically
Dataset\words\a01\a01-072x\a01-072x-01-07.png,the
Dataset\words\b04\b04-089\b04-089-04-06.png,.
Dataset\words\e04\e04-119\e04-119-02-05.png,want
Dataset\words\a01\a01-122\a01-122-03-08.png,the
Dataset\words\c04\c04-061\c04-061-04-04.png,I
Dataset\words\c06\c06-058\c06-058-05-02.png,on
Dataset\words\d01\d01-080\d01-080-02-03.png,there
Dataset\words\e01\e01-062\e01-062-00-03.png,","
Dataset\words\a06\a06-114\a06-114-08-02.png,spree
Dataset\words\c03\c03-016e\c03-016e-08-06.png,in
Dataset\words\b01\b01-136\b01-136-03-03.png,:
Dataset\words\a01\a01-030x\a01-030x-08-05.png,conference
Dataset\words\a01\a01-014u\a01-014u-08-00.png,at
Dataset\words\e06\e06-033\e06-033-09-06.png,herring
Dataset\words\c04\c04-044\c04-044-00-03.png,rob
Dataset\words\a01\a01-030\a01-030-06-09.png,in
Dataset\words\a02\a02-082\a02-082-02-01.png,of
Dataset\words\e02\e02-074\e02-074-06-06.png,than
Dataset\words\d07\d07-085\d07-085-00-07.png,","
Dataset\words\d01\d01-019\d01-019-02-10.png,accident-prone
Dataset\words\b04\b04-154\b04-154-02-04.png,of
Dataset\words\b05\b05-045\b05-045-09-03.png,Not
Dataset\words\a04\a04-043\a04-043-06-01.png,must
Dataset\words\e04\e04-004\e04-004-02-06.png,go
Dataset\words\a04\a04-054\a04-054-01-00.png,So
Dataset\words\d04\d04-101\d04-101-00-11.png,want
Dataset\words\c03\c03-016a\c03-016a-09-04.png,and
Dataset\words\c06\c06-005\c06-005-06-03.png,swish
Dataset\words\a04\a04-015\a04-015-02-01.png,-
Dataset\words\b02\b02-045\b02-045-03-03.png,is
Dataset\words\a04\a04-039\a04-039-01-04.png,hoped
Dataset\words\c04\c04-128\c04-128-06-05.png,David
Dataset\words\c03\c03-021a\c03-021a-04-08.png,who
Dataset\words\a06\a06-152\a06-152-07-02.png,West
Dataset\words\b06\b06-000\b06-000-02-09.png,in
Dataset\words\a06\a06-044\a06-044-01-07.png,most
Dataset\words\a01\a01-000x\a01-000x-01-07.png,be
Dataset\words\a01\a01-020x\a01-020x-02-00.png,blown
Dataset\words\e04\e04-052\e04-052-03-08.png,expensive
Dataset\words\b04\b04-187\b04-187-06-03.png,and
Dataset\words\c03\c03-021d\c03-021d-04-04.png,the
Dataset\words\a04\a04-027\a04-027-00-08.png,President
Dataset\words\b06\b06-087\b06-087-00-01.png,is
Dataset\words\d06\d06-030\d06-030-02-09.png,a
Dataset\words\d06\d06-100\d06-100-06-06.png,who
Dataset\words\c03\c03-021c\c03-021c-01-08.png,homosexual
Dataset\words\d06\d06-050\d06-050-01-00.png,until
Dataset\words\c03\c03-021c\c03-021c-01-09.png,","
Dataset\words\b01\b01-073\b01-073-09-03.png,send
Dataset\words\d05\d05-021\d05-021-07-03.png,-
Dataset\words\b04\b04-134\b04-134-07-02.png,a
Dataset\words\a03\a03-043\a03-043-06-03.png,a
Dataset\words\a02\a02-067\a02-067-00-05.png,why
Dataset\words\d04\d04-053\d04-053-06-02.png,be
Dataset\words\c03\c03-003d\c03-003d-02-03.png,is
Dataset\words\a02\a02-067\a02-067-02-03.png,for
Dataset\words\e02\e02-091\e02-091-06-03.png,necessity
Dataset\words\c03\c03-096a\c03-096a-05-06.png,us
Dataset\words\b06\b06-000\b06-000-07-01.png,bombers
Dataset\words\c04\c04-080\c04-080-02-08.png,on
Dataset\words\d05\d05-040\d05-040-02-01.png,sense
Dataset\words\c03\c03-000a\c03-000a-01-00.png,play
Dataset\words\e04\e04-058\e04-058-01-05.png,frame
Dataset\words\c04\c04-089\c04-089-04-01.png,...
Dataset\words\a01\a01-003u\a01-003u-05-04.png,life
Dataset\words\c03\c03-007\c03-007-01-02.png,in
Dataset\words\a04\a04-043\a04-043-03-03.png,for
Dataset\words\a05\a05-084\a05-084-08-06.png,was
Dataset\words\c02\c02-012\c02-012-06-06.png,.
Dataset\words\a01\a01-117u\a01-117u-06-05.png,He
Dataset\words\e01\e01-092\e01-092-03-04.png,never
Dataset\words\b01\b01-118\b01-118-05-00.png,Hitler
Dataset\words\b03\b03-098\b03-098-04-03.png,.
Dataset\words\c03\c03-021d\c03-021d-03-00.png,strong
Dataset\words\c02\c02-022\c02-022-04-03.png,society
Dataset\words\a06\a06-051\a06-051-07-07.png,Macmillan
Dataset\words\d01\d01-019\d01-019-03-09.png,","
Dataset\words\e04\e04-052\e04-052-07-04.png,later
Dataset\words\c02\c02-049\c02-049-01-03.png,extreme
Dataset\words\b06\b06-082\b06-082-06-06.png,made
Dataset\words\e04\e04-114\e04-114-02-06.png,up
Dataset\words\e04\e04-004\e04-004-05-00.png,feeding
Dataset\words\a05\a05-058\a05-058-07-04.png,findings
Dataset\words\c04\c04-004\c04-004-03-08.png,red-carpet
Dataset\words\d06\d06-091\d06-091-05-00.png,meals
Dataset\words\a02\a02-000\a02-000-02-00.png,And
Dataset\words\b02\b02-045\b02-045-00-02.png,","
Dataset\words\d04\d04-125\d04-125-04-10.png,from
Dataset\words\b04\b04-202\b04-202-03-10.png,had
Dataset\words\a01\a01-030u\a01-030u-08-04.png,Roy
Dataset\words\a01\a01-011u\a01-011u-07-06.png,the
Dataset\words\c02\c02-007\c02-007-05-08.png,blacks
Dataset\words\a03\a03-037\a03-037-06-01.png,-
Dataset\words\b05\b05-045\b05-045-09-01.png,.
Dataset\words\e06\e06-003\e06-003-04-00.png,are
Dataset\words\c02\c02-056\c02-056-01-01.png,his
Dataset\words\d04\d04-032\d04-032-04-06.png,and
Dataset\words\c03\c03-084a\c03-084a-07-00.png,power
Dataset\words\d06\d06-008\d06-008-07-00.png,situation
Dataset\words\e04\e04-086\e04-086-04-07.png,be
Dataset\words\d06\d06-091\d06-091-03-04.png,and
Dataset\words\d04\d04-066\d04-066-06-01.png,through
Dataset\words\c03\c03-007a\c03-007a-03-07.png,the
Dataset\words\c06\c06-083\c06-083-05-07.png,before
Dataset\words\b06\b06-036\b06-036-04-04.png,.
Dataset\words\c03\c03-096b\c03-096b-00-01.png,Mr.
Dataset\words\a03\a03-059\a03-059-07-04.png,in
Dataset\words\a02\a02-046\a02-046-03-02.png,most
Dataset\words\c04\c04-013\c04-013-02-09.png,ahead
Dataset\words\e06\e06-026\e06-026-07-00.png,be
Dataset\words\d04\d04-121\d04-121-00-03.png,all
Dataset\words\a01\a01-014u\a01-014u-00-05.png,is
Dataset\words\b01\b01-053\b01-053-06-03.png,solution
Dataset\words\e02\e02-074\e02-074-02-06.png,to
Dataset\words\e07\e07-066\e07-066-03-05.png,in
Dataset\words\e06\e06-015\e06-015-08-04.png,they
Dataset\words\c06\c06-083\c06-083-07-09.png,a
Dataset\words\c03\c03-084d\c03-084d-06-07.png,not
Dataset\words\c03\c03-016a\c03-016a-02-06.png,room
Dataset\words\b01\b01-023\b01-023-01-03.png,menace
Dataset\words\c06\c06-116\c06-116-05-00.png,captain
Dataset\words\a05\a05-009\a05-009-01-07.png,with
Dataset\words\c04\c04-150\c04-150-01-01.png,he
Dataset\words\b01\b01-079\b01-079-07-07.png,instructed
Dataset\words\e04\e04-004\e04-004-00-03.png,the
Dataset\words\c04\c04-056\c04-056-01-07.png,so
Dataset\words\b06\b06-093\b06-093-01-01.png,the
Dataset\words\a02\a02-106\a02-106-00-01.png,Freddie
Dataset\words\b01\b01-062\b01-062-00-02.png,Herald
Dataset\words\d06\d06-056\d06-056-06-01.png,we
Dataset\words\e04\e04-015\e04-015-00-03.png,of
Dataset\words\a01\a01-014x\a01-014x-09-00.png,Macmillan
Dataset\words\d04\d04-012\d04-012-04-02.png,as
Dataset\words\e01\e01-025\e01-025-06-09.png,readily
Dataset\words\d07\d07-093\d07-093-02-04.png,words
Dataset\words\b06\b06-059\b06-059-09-02.png,#
Dataset\words\c03\c03-021a\c03-021a-06-09.png,gives
Dataset\words\a04\a04-066\a04-066-01-01.png,was
Dataset\words\b06\b06-049\b06-049-05-04.png,rose
Dataset\words\e01\e01-092\e01-092-00-00.png,Oversew
Dataset\words\b01\b01-018\b01-018-00-05.png,society
Dataset\words\d06\d06-050\d06-050-06-03.png,do
Dataset\words\c04\c04-144\c04-144-05-09.png,brilliantly-written
Dataset\words\e04\e04-095\e04-095-01-02.png,is
Dataset\words\e02\e02-074\e02-074-01-00.png,are
Dataset\words\a01\a01-091\a01-091-03-01.png,motion
Dataset\words\d05\d05-025\d05-025-05-04.png,.
Dataset\words\c06\c06-043\c06-043-03-05.png,Dublin
Dataset\words\a01\a01-030x\a01-030x-03-01.png,no
Dataset\words\b05\b05-058\b05-058-02-02.png,.
Dataset\words\e06\e06-006\e06-006-00-01.png,effect
Dataset\words\a01\a01-007x\a01-007x-03-00.png,of
Dataset\words\e02\e02-117\e02-117-00-05.png,accommodation
Dataset\words\c03\c03-003e\c03-003e-01-06.png,cinema
Dataset\words\c04\c04-134\c04-134-06-05.png,.
Dataset\words\a04\a04-019\a04-019-06-08.png,and
Dataset\words\a03\a03-034\a03-034-07-02.png,and
Dataset\words\a05\a05-004\a05-004-00-02.png,wearing
Dataset\words\c02\c02-026\c02-026-08-05.png,lighthouse
Dataset\words\d04\d04-081\d04-081-00-07.png,of
Dataset\words\e04\e04-030\e04-030-04-04.png,Fig.
Dataset\words\e01\e01-107\e01-107-01-06.png,the
Dataset\words\c03\c03-094d\c03-094d-03-01.png,Maxwell
Dataset\words\c03\c03-081a\c03-081a-03-07.png,remained
Dataset\words\d06\d06-008\d06-008-05-06.png,Far
Dataset\words\b06\b06-049\b06-049-06-05.png,on
Dataset\words\a01\a01-049x\a01-049x-02-01.png,audience
Dataset\words\b01\b01-038\b01-038-02-02.png,grow
Dataset\words\b05\b05-079\b05-079-09-03.png,our
Dataset\words\d07\d07-093\d07-093-00-05.png,regard
Dataset\words\a01\a01-068u\a01-068u-00-02.png,are
Dataset\words\b04\b04-040\b04-040-00-04.png,whatsoever
Dataset\words\c06\c06-000\c06-000-04-06.png,but
Dataset\words\b06\b06-059\b06-059-00-01.png,would
Dataset\words\b04\b04-195\b04-195-01-10.png,at
Dataset\words\e06\e06-053\e06-053-04-00.png,field
Dataset\words\b04\b04-140\b04-140-08-06.png,were
Dataset\words\a06\a06-025\a06-025-02-00.png,years
Dataset\words\c04\c04-144\c04-144-05-08.png,a
Dataset\words\d01\d01-019\d01-019-05-10.png,sheets
Dataset\words\d06\d06-086\d06-086-06-01.png,along
Dataset\words\d06\d06-008\d06-008-00-05.png,them
Dataset\words\d04\d04-016\d04-016-07-05.png,an
Dataset\words\d04\d04-016\d04-016-04-04.png,the
Dataset\words\a01\a01-030u\a01-030u-01-04.png,at
Dataset\words\c02\c02-007\c02-007-00-05.png,take
Dataset\words\a06\a06-070\a06-070-01-04.png,He
Dataset\words\b04\b04-134\b04-134-06-06.png,.
Dataset\words\a06\a06-124\a06-124-01-04.png,loan
Dataset\words\a02\a02-027\a02-027-05-11.png,","
Dataset\words\b01\b01-089\b01-089-08-01.png,in
Dataset\words\a04\a04-085\a04-085-02-02.png,compared
Dataset\words\c03\c03-016a\c03-016a-09-00.png,to
Dataset\words\e01\e01-062\e01-062-02-04.png,can
Dataset\words\c01\c01-014\c01-014-03-02.png,leads
Dataset\words\b01\b01-004\b01-004-04-01.png,is
Dataset\words\d07\d07-102\d07-102-03-03.png,Shem
Dataset\words\b04\b04-107\b04-107-08-00.png,politicians
Dataset\words\a05\a05-073\a05-073-08-03.png,negotiation
Dataset\words\b05\b05-032\b05-032-05-05.png,","
Dataset\words\b01\b01-027\b01-027-01-07.png,.
Dataset\words\d06\d06-107\d06-107-06-04.png,not
